37823710475329475330,0
37852910480267480266,1
239074438187081944,1
238533141147914869,2
28424374239015445299,3
37852994480376480377,3
37827845476321476322,0
28404591443854443855,3
23923911103619102723,0
28425446446773446774,0
28423620444844444845,3
24160636354388354389,3
28426316447661447660,1
24309401383877383878,3
28404586443853443821,3
238631982632626327,1
23842278581587,0
110128508481999491027,2
28428906448910448918,2
28400952442274442275,0
28426318447670447671,0
28433713452516452515,1
28404616443885443886,0
24313724389995389996,2
37824588475648475647,2
37823651475298475299,0
239005927093770936,2
37835043477238477239,0
28424762445903445904,0
28424270445183445184,1
24094224288800288801,0
37852876480224480225,3
106487122481944481948,2
2848417127096464565,2
28429018448967396097,2
239177589643397122,0
24013452166925166926,3
24157889108308351467,0
24334292394190394189,1
28432356450952102521,1
28434171453113453112,1
28433858452690452689,1
24021602181459181458,2
24008245158883158881,3
28474947443970459108,1
28433815452612452613,3
24333562393178393179,0
28433586452367452368,0
28429910449219348706,1
28503758470008470007,1
37845211479038479039,1
24094074288562288561,3
24017323173667173731,3
23956329142250142251,0
28425488446836446837,0
28428461448696448697,1
239084548320883254,2
238512431107511074,1
238635072703527036,2
24088731282050282049,1
28425391446688446687,3
110126812490726490725,1
2843211189527450655,1
24064199258904258903,2
37824935475741447388,0
28427462339952448211,0
24154011195349528,1
24314141390918389995,2
24150100339327339325,3
28434219453153453152,1
23853262912514837,2
24377932408108408109,0
37823346475150475151,0
28441152456016456017,0
24113011276876287446,2
24313951390552390553,3
28426798447906447905,1
37851702276858479907,3
239065108080180784,2
24007491157801157800,0
238831804584445845,0
28434286453273452949,0
2842757944827026793,0
2843064944946245871,0
28425995238344447362,3
28413469372578444339,0
24020579179564179565,2
24579195137204418145,1
238830134543045437,3
28423739444929444930,0
28425833447220447221,2
28424996446163446162,1
28425185446376446377,0
37823356459104475179,0
28429887449168449167,1
28431557450108450109,0
2842802944842527086,3
28433092451761451760,3
24021100180473180472,1
28423812305019444943,3
28431665352734450311,2
24018138175213175211,1
24009956161724161725,1
28424900213474446037,2
28425206446417446416,1
24042167218537218538,0
28413539444420444421,0
28475117459259459258,1
24005215154234154235,0
28428514448745448746,0
28431860450335450334,2
28430002449226449227,1
28431513450056450055,1
24052524239014239013,1
24555978413854413855,3
24107094306080306079,1
239146769438063892,0
28434161453091453092,0
24165549359368359369,3
28427676448301448300,1
239116838957189579,0
28424183445066308065,0
28425797447193269999,1
2842517781984446362,0
24313951390534390535,0
24005215154233154234,0
37825164475906475905,1
24091333285114285115,1
24088720282023282022,1
24040492215237215238,0
28433869110869452713,1
28434287453278453277,1
28426405447713447714,3
2415188289709343845,0
238917535572455722,1
28425534446871446870,1
23842432780778,1
239075698219982200,1
24168528360637360638,0
24532972412589412590,0
24594430426249426250,2
239139799309793098,0
24149965338974338975,2
2843212045066993128,0
24005503154549154550,0
238635402719827192,3
28434163453098453097,1
24096164291698289884,3
37852916480279480278,1
28433838353560452657,3
24559752414207414208,0
24138381327552327553,0
37823153475035448717,1
28419852444559444560,1
239104408689986898,3
28432238120348450813,1
24598295427418427417,2
24377809407922407458,0
24612563432143432154,1
28433347452098452097,1
110127203490885490886,1
24159558353335353334,2
28424346445254231788,1
2415304234813782063,0
239013177119371747,1
24614923432577432578,3
28475096459211459210,1
28433832353534452651,2
239116898958989604,1
24603963429279429280,0
24594430426253426254,2
28429524449079449078,3
28473439457690439642,0
238831734578945790,3
24594430426251426252,2
28430984449719449717,1
37825940475989475990,1
11016159063967496033,0
24159369352779352760,2
28432266450854450853,1
28424749445860445859,1
24013952167956166924,3
28474265458326458327,0
28413463444333372768,0
239140029318293183,0
110126812490719490718,3
2842734744815926766,1
238532981105214856,2
2842552490648446860,1
28434093452959452958,1
110128780491054491055,2
24018262175497175496,2
24032208202661202662,0
24153631348902348903,2
24159603353460353459,3
24377932408110408111,0
24072434265134265135,0
24159550353280353279,3
28428029448423448424,3
110123168489220489221,3
2416587735949714879,3
110128831491072482046,2
110158398494483494482,1
24059353253090253091,0
24012300165226165225,2
28433152451874451875,0
23923892103552103553,3
239051677780877781,0
24585569272225420109,3
28425344446622446623,3
238525811390213901,1
28426379447705178286,3
24156656350984350985,2
24153924613349470,3
28432786451476686,2
24168001360343360342,3
28433699452490452489,1
24559755414252414250,1
238741753744337444,1
28431583450167450166,1
2395650014256757460,0
2843218845075495474,1
238831734579645797,0
28425903447263447264,3
239074238189481895,1
28431319450030450031,0
28432790451481451480,3
28433154451883451884,1
239178379656296640,0
24021318180894180895,0
24377932408103408104,3
2842796144839226354,0
2843157037428450130,0
28433939452800452801,0
28431555450104341850,1
24078389272655272656,1
24008424159259159258,0
37825164475905475904,1
28475118459275459276,2
28432372450977450978,0
28433676452477452478,0
28427348448162448161,1
24016166171720171718,1
238830204547545476,2
28422929444667258712,1
28423466444749444748,1
2842831244852855855,1
24014665169187169188,0
238831774583545834,2
28423622444848289932,2
24313724390002390003,0
28430687449495449496,0
28433042451661179818,1
28413285444123444124,0
239074808203682035,1
238848414768747685,1
24313940390492390493,3
37823161475049475048,1
28430503449337449338,0
28424581445618445612,0
28425226446481446482,2
28424907380811446051,3
37826229282241476048,1
23929584109658109656,1
23842433797779,2
24559753414238414239,2
2842785727192448363,3
2843154845008937204,0
24334293394195394196,0
24041786217918217919,2
24078319272534259943,1
37827848476331476330,3
24638263439985439986,3
28425970447332447331,2
37823173475059475060,0
37823734475351450767,0
28426226447566447565,2
238525761385913860,1
28474761458732458733,0
238632042634426345,0
24011712164319164122,3
28426843447963447964,3
28433020155579451609,1
238741223736337362,2
24110217310122310123,0
37845237479094479093,1
24107165306205305539,0
24156257350817350818,0
24017958174850174851,3
24159419352878352879,3
28474901458892458891,1
24053355241084241085,2
23951355133151130601,0
24377932408109408110,0
28425407412754446707,2
241677231488414885,0
28424789445932445933,0
24027091192295192296,3
28424762445902445903,0
28474256458258458257,1
24017190173490173489,3
28430657449475449476,0
106487200482024482023,2
238632232639526396,1
238532981485511056,2
37823225475114445347,3
28425641446990446991,0
37852995480387480109,3
37845256479129478923,1
28474265458328458329,0
23956354142349142373,1
24313938390481390479,1
238632072637426375,0
24015298170110170111,1
28432662451326451324,1
24313952390563390562,1
239073988182281829,3
37835042477233477232,1
239074368191981925,2
239074408193881937,3
2842471744580677875,1
24158657352137352138,2
28405552443941443940,1
24159447352968352969,3
2416800136033984950,3
28409039443998443999,3
24040719215662215663,2
239084428321183210,2
28424489445508445507,3
2384460425282430,0
24154620350452350453,0
23930135110860110849,1
28433260451978451979,0
